family_id,family,variation,alias,parents,children,description,parameters,upper_bound,lower_bound,domain
,Model-Checking Problem,Generalized Büchi Games,Conjunctive Büchi Objectives,Model-Checking Problem,,"Given a model of a system and an objective, the model-checking problem asks whether the model satisfies the objective.

In this case, the model is a standard graph, and the objective is Büchi: given a set of target vertices $T\subseteq V$, determine whether or not there is a path that visits the set $T$ an infinite amount of times.

Furthermore, in the conjunctive problem, you are given multiple Büchi objectives (i.e. multiple target sets $T_i$) and you are to determine whether or not there is a path where all of the Büchi objectives are satisfied (i.e. whether or not an infinite path visits all target sets $T_i$ an infinite amount of times).","$n$: number of vertices
$m$: number of edges
$MEC$: O(\min(n^2, m^{1.5}))",,,
,Dihedral Rotation Queries,Static Dihedral Rotation Queries,,,,"Determine whether a given dihedral rotation is feasible or not, without modifying the chain.",$n$: number of edges in the chain,,"preprocessing: $\Omega(n^2)$
or
query: $\Omega(n)$",
,Dihedral Rotation Queries,Dynamic Dihedral Rotation Queries,,,,"Determine whether a given dihedral rotation is feasible or not, and if it is, modify the chain by performing the rotation.",$n$: number of edges in the chain,,"preprocessing: $\Omega(n^2)$
query: $\Omega(n)$",
,Bichromatic Hamming Close Pair,Bichromatic Hamming Close Pair,BHCP,,,"Given two sets $A = \{a_1, \ldots, a_n\} \subseteq \{0, 1\}^d$ and $B = \{b_1, \ldots, b_n\} \subseteq \{0, 1\}^d$ of $n$ binary vectors and an integer $t \in \{2, \ldots, d\}$, decide if there exists a pair $a \in A$ and $b \in B$ such that the number of coordinates in which they differ is less than $t$ (formally, $Hamming(a, b) := ||a − b||1 < t$). If there is such a pair $(a, b)$, we call it a close pair.","$n$: number of binary vectors in each set
$d$: dimensionality of vectors
$t$: max Hamming distance",,,Combinatorics
,Support Vector Machines (Svm),Approximate Hard-Margin SVM,,,,"A (primal) hard-margin SVM is an optimization problem of the following form: 

$\min\limits_{\alpha_1,\ldots,\alpha_n\geq 0} \frac{1}{2} \sum \limits_{i,j = 1}^n \alpha_i \alpha_j y_i y_j k(x_i, x_j)$

subject to $y_i f(x_i) \geq 1, i = 1, \ldots, n$
where $f(x) := \sum_{i=1}^n \alpha_i y_i k(x_i, x)$",,,,
,3Sum,3SUM,,,"Real 3SUM; 3SUM'; All-Integers 3SUM; All-Reals 3SUM; Convolution 3SUM; 1-Partite 3-variate Linear Degeneracy Testing, Non-Trivial; 3-Partite 3-variate Linear Degeneracy Testing, Non-Trivial; 1-Partite 4-variate Linear Degeneracy Testing, Non-Trivial","Given a set $S$ of integers, determine whether there is a subset of $S$ of size 3 that sums to 0.","$S$: the set of integers
$n$: the number of integers in the set","O(n^2/max(w/(log w)^2, (log n)^2/(log log n)^2))",\Omega(n^{2-\epsilon}),Combinatorics
,3Sum,Real 3SUM,,3SUM,,"Given a set $S$ of reals, determine whether there is a subset of $S$ of size 3 that sums to 0.","$S$: the set of reals
$n$: the number of real numbers in the set",O(n^2*(log log n)^{O(1)}/(log n)^2),\Omega(n^{2-\epsilon}),Combinatorics
,3Sum,3SUM',,3SUM,#3SUM,"Given three sets of integers $A, B, C$ of total size $n$, are there $a\in A, b\in B, c\in C$ such that $a + b = c$?",$n$: number of integers in each set,,,Combinatorics
,3Sum,All-Integers 3SUM,,3SUM,,"Given three lists $A, B, C$ of $n$ integers each, output the list of all integers $a \in A$ such that there exist $b \in B,c \in C$ with $a + b + c = 0$.",$n$: number of integers in each set,,,Combinatorics
,3Sum,All-Reals 3SUM,,3SUM,,"Given three lists $A, B, C$ of $n$ real numbers each, output the list of all integers $a \in A$ such that there exist $b \in B,c \in C$ with $a + b + c = 0$.",$n$: number of reals in each set,,,Combinatorics
,3Sum,Convolution 3SUM,,3SUM,#Convolution-3SUM,"Given an array $A$ of $n$ integers, determine whether there exists a pair of indices $i, j$ such that $A[i] + A[j] = A[i+j]$.",$n$: number of integers in array,,,Combinatorics
,3Sum,#Convolution-3SUM,,Convolution 3SUM,,"Given an array $A$ of $n$ integers, count the number of pair of indices $i, j$ such that $A[i] + A[j] = A[i+j]$.",$n$: number of integers in array,,,Combinatorics
,3Sum,#3SUM,,3SUM',,"Given three sets of integers $A, B, C$ of total size $n$, count the number of triples $a\in A, b\in B, c\in C$ such that $a + b = c$.",$n$: number of integers in each set,,,Combinatorics
,3Sum,"1-Partite 3-variate Linear Degeneracy Testing, Non-Trivial",1-Partite 3LDT,3SUM,,"Given a set $S$ of integers, three nonzero integer coefficients $\alpha_1$, $\alpha_2$, $\alpha_3$, and a target $t$ such that $\gcd(\alpha_1, \alpha_2, \alpha_3)$ divides $t$, determine whether there exists three distinct $x_1, x_2, x_3\in X$ such that $\sum_{i=1}^3 \alpha_i x_i = t$.",$n$: number of integers in the set,,,
,3Sum,"3-Partite 3-variate Linear Degeneracy Testing, Non-Trivial",3-Partite 3LDT,3SUM,,"Given three sets of integers $A_1, A_2, A_3$, three nonzero integer coefficients $\alpha_1$, $\alpha_2$, $\alpha_3$, and a target $t$ such that $\gcd(\alpha_1, \alpha_2, \alpha_3)$ divides $t$, determine whether there exists $x_1\in A_1$, $x_2\in A_2$, $x_3\in A_3$ such that $\sum_{i=1}^3 \alpha_i x_i = t$.",$n$: number of integers in each set,,,
,3Sum,"1-Partite 4-variate Linear Degeneracy Testing, Non-Trivial",1-Partite 4LDT,3SUM,,"Given a set $S$ of integers and four nonzero integer coefficients $\alpha_1$, $\alpha_2$, $\alpha_3$, $\alpha_4$, and a target $t$ such that $\gcd(\alpha_1, \alpha_2, \alpha_3)$ divides $t$, determine whether there exists four distinct $x_1, x_2, x_3, x_4\in X$ such that $\sum_{i=1}^4 \alpha_i x_i = t$.",$n$: number of integers in each set,,,
,Double 3-Term Arithmetic Progression,Double 3-Term Arithmetic Progression,3DAP,,,"Given a list $\overline{x} = [x_1, x_2, \dots, x_n]$ of integers where each $x_i$ is of size $n^{O(1)}$, determine whether there exist $1\leq i, j\leq n$ such that $i\neq j$, $j-i$ is even, and $x_{(i+j)/2} = \frac{1}{2}(x_i+x_j)$.",$n$: number of integers in array,,,
,Interval Containment,Equal Distance,,,,"Given two sets $P$ and $Q$ of $n$ and $m = O(n)$ real numbers, respectively, is there a pair $p_1, p_2 \in P$ and a pair $q_1, q_2 \in Q$ such that $p_1-p_2 = q_1-q_2$?","$n$: number of real numbers in $P$
$m$: number of real numbers in $Q$; $m = O(n)$",,,Combinatorics
,Interval Containment,Segments Containing Points,,,,"Given a set $P$ of $n$ real numbers and a set $Q$ of $m = O(n)$ pairwise-disjoint intervals of real numbers, is there a real number (translation) $v$ such that $P+v\subseteq Q$?","$n$: number of real numbers in $P$
$m$: number of intervals in $Q$; $m = O(n)$",,,Combinatorics
,Linear Regression Estimators,Multivariate Least Median-of-Squares Estimator,Multivariate LMS Estimator,Multivariate Least-Quantile Squares Estimator,Univariate Least Median-of-Squares Estimator,"Given a set $P = \{p_1, \dots, p_n\}$ of points in $\mathbb R^d$, where $p_i = (x_{i, 1}, x_{i, 2}, \dots, x_{i, d})$, compute the parameter vector $\theta = (\theta_1, \theta_2, \dots, \theta_d)$ that minimizes the median of the squared residuals (where a residual is defined as $x_{i, d}-(x_{i, 1}\theta_1 + \dots + x_{i, d-1}\theta_{d-1} + \theta_d)$).","$n$: number of points in $P$
$d$: dimension of points",,,
,Linear Regression Estimators,Univariate Least Median-of-Squares Estimator,Univariate LMS Estimator,Multivariate Least Median-of-Squares Estimator,,"Given a set $P = \{p_1, \dots, p_n\}$ of points in $\mathbb R^2$, where $p_i = (x_i, y_i)$, compute the parameter vector $\theta = (\theta_1, \theta_2)$ that minimizes the median of the squared residuals (where a residual is defined as $y_i - x_i\theta_1 - \theta_2$).",$n$: number of points in $P$,,,
,Linear Regression Estimators,Multivariate Least-Quantile Squares Estimator,Multivariate LQS Estimator,,Multivariate Least Median-of-Squares Estimator; Univariate Least-Quantile Squares Estimator,"Given a set $P = \{p_1, \dots, p_n\}$ of points in $\mathbb R^d$, where $p_i = (x_{i, 1}, x_{i, 2}, \dots, x_{i, d})$, and a parameter $d+1\leq k\leq n$, compute the parameter vector $\theta = (\theta_1, \theta_2, \dots, \theta_d)$ that minimizes the $k$th smallest squared residual (where a residual is defined as $x_{i, d}-(x_{i, 1}\theta_1 + \dots + x_{i, d-1}\theta_{d-1} + \theta_d)$).","$n$: number of points in $P$
$d$: dimension of points
$k$: quantile parameter",,,
,Linear Regression Estimators,Univariate Least-Quantile Squares Estimator,Univariate LQS Estimator,Multivariate Least-Quantile Squares Estimator,,"Given a set $P = \{p_1, \dots, p_n\}$ of points in $\mathbb R^2$, where $p_i = (x_i, y_i)$, and a parameter $3\leq k\leq n$, compute the parameter vector $\theta = (\theta_1, \theta_2)$ that minimizes the $k$th smallest squared residual (where a residual is defined as $y_i - x_i\theta_1 - \theta_2$).","$n$: number of points in $P$
$k$: quantile parameter",,,
,Set Intersection Problems,Set Intersection,,,,"Given sets $S_1, \dots, S_N\subseteq [U]$ each of size at most $s$ and a set of $q$ queries $Q\subseteq [N]^2$, report for each query $(i, j)\in Q$ the set $S_i\cap S_j$. Occasionally we specify a size threshold up to which the algorithm is supposed to list elements.","$|U|$: size of universe
$N$: number of sets
$s$: bound on size of each set
$q$: number of queries
$r$: size threshold (for listing elements)",,,
,Set Intersection Problems,Set Disjointness,,,,"Given sets $S_1, \dots, S_N\subseteq [U]$ each of size at most $s$ and a set of $q$ queries $Q\subseteq [N]^2$, report for each query $(i, j)\in Q$ whether $S_i\cap S_j = \emptyset$.","$|U|$: size of universe
$N$: number of sets
$s$: bound on size of each set
$q$: number of queries",,,
,Grammar-Compressed Linear Algebra,Grammar-Compressed Vector Inner Product,,,,"Given two $N$-dimensional vectors that are grammar-compressed to a size $n\ll N$, compute their inner product.","$N$: dimension of original vector
$n$: dimension of grammar-compressed vector",,,
,Grammar-Compressed Linear Algebra,Grammar-Compressed Square-Matrix-Vector Multiplication,,,,"Given an $N\times N$ matrix, where each row is compressed to size $n\ll N$, and an $N$-dimensional vector that is grammar-compressed to size $n$, compute their the matrix-vector product.","$N$: dimension of original vector (and one dimension of matrix)
$n$: dimension of grammar-compressed vector",,,
,Squares In Strings,Additive Square Factor Detection in Integer Strings,,,,"If the alphabet is a set of integers, a string $W$ is called an additive square if $W = UV$, where $|U| = |V|$ and $\sum U[i] = \sum V[i]$. Given a length $N$ sequence composed of integers whose magnitude is $N^{O(1)}$, determine whether there is a substring (composed of consecutive letters) that is an additive square.",$N$: length of sequence,,,
,Squares In Strings,Abelian Square Factor Centers Enumeration,,,,"An Abelian square, Ab-square in short (also known as a jumbled square), is a string of the form $XY$, where $Y$ is a permutation of $X$. Given a string of length $N$, determine all positions that are centers of a substring (composed of consecutive letters) that is an Abelian square.",$N$: length of sequence,,,
,Squares In Strings,Odd Abelian Square Factor Detection,,,,"An Abelian square, Ab-square in short (also known as a jumbled square), is a string of the form $XY$, where $Y$ is a permutation of $X$; an odd Abelian square is one where $|X|=|Y|$ is odd. Given a string of length $N$, determine whether there is a substring (composed of consecutive letters) that is an odd Abelian square.",$N$: length of sequence,,,
